feature,type,coefficient,odds_multiplier,count
"Narset, Parter of Veils × Time Spiral",pair,0.1682226698761074,1.1832000443246302,402
"Guide of Souls × Phelia, Exuberant Shepherd",pair,-0.16304339603146148,0.8495543203286186,345
The Mightstone and Weakstone × Tolarian Academy,pair,0.15782902548545547,1.1709659722530346,294
Celestial Colonnade × Hallowed Fountain,pair,0.15769728921133871,1.1708117237190192,270
"No More Lies × Teferi, Hero of Dominaria",pair,0.15677728964354815,1.1697350727743752,391
Animate Dead × Reanimate,pair,-0.15657534333929227,0.8550670916658989,266
"Seachrome Coast × Teferi, Hero of Dominaria",pair,0.15447316447822834,1.1670429594305243,295
Force of Negation × Mystic Confluence,pair,0.15282363044751943,1.165119469221069,297
Deep-Cavern Bat × Thoughtseize,pair,0.15278755275535874,1.1650774351577784,292
Counterspell × Force of Will,pair,0.1521567626349116,1.164342747563324,273
"Adeline, Resplendent Cathar × Sanguine Evangelist",pair,-0.14771575604757292,0.8626762906140529,308
Daze × Mystic Confluence,pair,0.14646721880489755,1.157736978194634,267
Mox Opal × Retrofitter Foundry,pair,0.14598375452145776,1.1571773889976542,281
"Inspiring Vantage × Phlage, Titan of Fire's Fury",pair,-0.14596611129433945,0.8641869888669144,319
Mana Leak × Stock Up,pair,0.14533995478646475,1.1564326382621644,296
"Lightning Helix × Phlage, Titan of Fire's Fury",pair,-0.14420562330634115,0.86570971966155,292
Hullbreacher × Memory Lapse,pair,0.14270804157907568,1.15339300970196,279
"Miscalculation × Tamiyo, Inquisitive Student",pair,-0.14209609391462502,0.867537887368663,276
Glimmer Lens × Guide of Souls,pair,-0.1419085525257421,0.867700601886345,327
Fractured Identity × Hallowed Fountain,pair,0.1397571613834183,1.1499945018726418,336
Psychic Frog × Underground Sea,pair,0.1386494741934994,1.14872137293892,273
"Balance × Teferi, Time Raveler",pair,0.13768242858646249,1.1476110439374314,368
Dack Fayden × Hullbreacher,pair,0.13606618584422278,1.145757724027623,266
"Phelia, Exuberant Shepherd × Solitude",pair,-0.13484061400697442,0.8738551808647242,287
Force of Will × Hullbreacher,pair,0.1332511618452695,1.1425369239791134,280
"Echo of Eons × Narset, Parter of Veils",pair,0.1315821419626619,1.1406315975924841,442
"Force of Will × Tamiyo, Inquisitive Student",pair,0.13133511657747862,1.14034986743142,274
Karakas × Parallax Wave,pair,-0.12958465047213827,0.878460223196117,315
"Elite Spellbinder × Phelia, Exuberant Shepherd",pair,-0.1273134433961362,0.8804576557038226,271
"Fractured Identity × Teferi, Hero of Dominaria",pair,0.12641324918539457,1.1347510063318742,372
"Mox Opal × Urza, Lord High Artificer",pair,0.12496942354410662,1.1331138059328265,306
Guide of Souls × Staff of the Storyteller,pair,-0.12483371865268718,0.8826436575595259,281
Parallax Wave × Thraben Inspector,pair,-0.12471947514149266,0.8827444996302655,281
Fractured Identity × Seachrome Coast,pair,0.12331326191282323,1.131238739458727,285
Luminarch Aspirant × Parallax Wave,pair,-0.12177698520334289,0.8853457916993689,289
Giver of Runes × Guide of Souls,pair,-0.1216879410483218,0.8854246300772886,297
Dack Fayden × Third Path Iconoclast,pair,0.12150185015378466,1.1291914551010693,290
"Inspiring Vantage × Phelia, Exuberant Shepherd",pair,-0.11960868385737204,0.8872675709164498,272
"Oust × Teferi, Time Raveler",pair,0.11790621482972785,1.1251385851052365,279
Psychic Frog × Thoughtseize,pair,0.11785494385208901,1.125080899628807,283
Guide of Souls × Sanguine Evangelist,pair,-0.11760169893229731,0.88905009170363,316
"Parallax Wave × Phelia, Exuberant Shepherd",pair,-0.11747060574840823,0.889166647750473,370
Balance × Celestial Colonnade,pair,0.1172307243182019,1.1243788213023553,266
"Ocelot Pride × Phelia, Exuberant Shepherd",pair,-0.11708628827926991,0.8895084356995117,316
"Hallowed Fountain × Teferi, Hero of Dominaria",pair,0.11607983865075826,1.123085534187694,326
Ocelot Pride × Parallax Wave,pair,-0.11531235761876488,0.8910877623802318,322
"Floodfarm Verge × Teferi, Hero of Dominaria",pair,0.11468660331557995,1.1215219012443014,279
"Mystic Confluence × Teferi, Time Raveler",pair,-0.11353805382727468,0.8926702262462389,273
Parallax Wave × Solitude,pair,-0.11066070034054014,0.895242452862187,329
"Kappa Cannoneer × Urza, Lord High Artificer",pair,0.10710950765955443,1.1130561359781286,309
Lion's Eye Diamond × Underworld Breach,pair,0.10577480306317821,1.1115715258158125,524
"Comet, Stellar Pup × Sacred Foundry",pair,-0.10544749592315844,0.8999217211656073,283
Force of Negation × Spell Pierce,pair,-0.10543535806281783,0.8999326443560682,279
Parallax Wave × Swords to Plowshares,pair,-0.10449704061395602,0.9007774631511919,273
Force of Will × Mana Leak,pair,-0.10303077939790992,0.9020992069837547,282
Hullbreacher × Remand,pair,0.1025182066975029,1.1079574739727456,294
Kappa Cannoneer × Tolarian Academy,pair,0.09949833922557534,1.1046166362193712,340
Miscalculation × Mystic Confluence,pair,0.0987744495091494,1.1038173049445692,268
"Narset, Parter of Veils × Stock Up",pair,0.09674038538115279,1.101574351689434,272
"Flash × Torsten, Founder of Benalia",pair,0.09400717204919946,1.098567624869974,335
"Phelia, Exuberant Shepherd × Phlage, Titan of Fire's Fury",pair,-0.09318065537214006,0.9110289031633787,271
Inquisition of Kozilek × Thoughtseize,pair,-0.09136620070382538,0.912683424382644,269
"Remand × Tamiyo, Inquisitive Student",pair,0.09111347912694803,1.0953933024813922,302
"Spell Pierce × Tamiyo, Inquisitive Student",pair,-0.09108151464990559,0.9129432896134579,273
"Fractured Identity × Teferi, Time Raveler",pair,-0.09028751231798099,0.9136684565683547,342
Memory Lapse × Remand,pair,-0.08990936751440784,0.9140140208799513,328
Cryptic Command × Force of Will,pair,0.08962346514324011,1.0937623665034841,279
Underworld Breach × Wheel of Fortune,pair,0.0860112590432736,1.0898185985508144,315
The Mightstone and Weakstone × Upheaval,pair,0.08528539042796818,1.0890278204689665,272
"Adeline, Resplendent Cathar × Ocelot Pride",pair,0.08250539201657606,1.0860045291776925,271
Aether Spellbomb × Tolarian Academy,pair,0.08175225716942928,1.0851869292427565,275
"Minsc & Boo, Timeless Heroes × Stomping Ground",pair,-0.08054353346744281,0.9226147380908284,276
Ocelot Pride × Voice of Victory,pair,-0.07986045834711458,0.9232451685552363,272
Mana Drain × Remand,pair,-0.07922586200445511,0.9238312425031031,298
Tolarian Academy × Urza's Bauble,pair,0.07831772806281519,1.0814662162541406,277
Giver of Runes × Glimmer Lens,pair,-0.07758724254399824,0.9253462913104749,269
Force of Will × Snapcaster Mage,pair,-0.07657740571609664,0.9262812120532506,270
"Hallowed Fountain × Teferi, Time Raveler",pair,0.07657510477177563,1.0795832691474667,374
Fractured Identity × No More Lies,pair,0.07465826035597377,1.0775158580723183,352
"Narset, Parter of Veils × Wheel of Fortune",pair,-0.07323310258704846,0.9293841629212037,293
"Tolarian Academy × Urza, Lord High Artificer",pair,0.073187606880577,1.075932370297149,376
Inquisition of Kozilek × Psychic Frog,pair,0.07277271896918587,1.0754860715516175,267
Ancestral Recall × Mystical Tutor,pair,0.07243541152934602,1.0751233632737782,308
"Teferi, Hero of Dominaria × Teferi, Time Raveler",pair,-0.07166860690503103,0.9308393184264727,435
Staff of the Storyteller × Voice of Victory,pair,0.07051518807481923,1.073060867035682,305
Echo of Eons × Time Spiral,pair,0.0684464668281434,1.070843297778249,369
Balance × No More Lies,pair,-0.06804349793126215,0.9342198360631833,299
"Luminarch Aspirant × Phelia, Exuberant Shepherd",pair,-0.06775401636334738,0.9344903146334954,278
Balance × Fractured Identity,pair,0.0670932070743409,1.0693951487226547,298
Mana Leak × Memory Lapse,pair,0.06649200040342086,1.0687524144528182,267
"No More Lies × Teferi, Time Raveler",pair,0.06621323231598612,1.0684545219096964,409
Cryptic Command × Mystic Confluence,pair,0.06525028246727752,1.067426149004703,274
Glimmer Lens × Parallax Wave,pair,-0.06444246714090768,0.9375900549468715,302
Reprieve × Solitude,pair,-0.06332740906939761,0.9386361054005241,266
Snapcaster Mage × Time Walk,pair,0.06331169554498953,1.0653588550936326,353
Hullbreacher × Wheel of Fortune,pair,0.06323720277915217,1.0652794965217638,370
Hullbreacher × Mystic Confluence,pair,0.06190049340222558,1.06385647872222,266
Brain Freeze × Wheel of Fortune,pair,0.06048108477115319,1.0623475028341465,322
Miscalculation × Spell Pierce,pair,-0.06026630533383145,0.9415137700570563,266
Floodfarm Verge × Fractured Identity,pair,0.05771595186229924,1.0594140283858902,280
"Ajani, Nacatl Pariah × Luminarch Aspirant",pair,0.0563172850531902,1.0579332969136563,280
Guide of Souls × Mother of Runes,pair,0.05541673487256379,1.0569810037502785,369
Daze × Force of Will,pair,-0.05475540228488509,0.9467166843735488,286
Oust × Solitude,pair,-0.054679846654344826,0.9467882168518863,270
"Phelia, Exuberant Shepherd × Sanguine Evangelist",pair,-0.05384672717592502,0.9475773332257519,328
Emperor of Bones × Psychic Frog,pair,0.05322008558122715,1.0546617354195926,267
Glimmer Lens × Ocelot Pride,pair,-0.05193562081517539,0.9493899858288415,281
Mana Leak × Remand,pair,0.05132709646419243,1.0526671606820406,311
Oust × Parallax Wave,pair,-0.04975303292573938,0.9514643758600643,284
Fatal Push × Psychic Frog,pair,-0.048763857938108536,0.952406006264129,303
Parallax Wave × Reprieve,pair,0.04819561021319883,1.0493759038937442,310
"Retrofitter Foundry × Urza, Lord High Artificer",pair,0.04789794772154581,1.0490635905318033,356
Psychic Frog × Undercity Sewers,pair,0.047563126005075944,1.0487124000561152,280
"Upheaval × Urza, Lord High Artificer",pair,0.0449698116373937,1.045996282517023,276
Dack Fayden × Riverpyre Verge,pair,-0.044813722475015715,0.9561755792651664,276
Glimmer Lens × Sanguine Evangelist,pair,-0.04449919762959168,0.9564763675416464,297
Mother of Runes × Parallax Wave,pair,0.04442665271455662,1.045428294570744,397
Parallax Wave × Sunbillow Verge,pair,0.043057039527788436,1.0439974422734377,296
"Memory Lapse × Tamiyo, Inquisitive Student",pair,0.043040668879689666,1.0439803514985881,283
"Urza's Saga × Urza, Lord High Artificer",pair,0.04267549952522322,1.0435991914657727,267
Memory Lapse × Spell Pierce,pair,0.04164286141039752,1.042522087389139,267
Parallax Wave × Sanguine Evangelist,pair,-0.04113744281623595,0.9596972173944976,338
Mother of Runes × Sanguine Evangelist,pair,-0.04046832182111269,0.9603395858387571,322
Ocelot Pride × Staff of the Storyteller,pair,-0.03968109083502678,0.9610958925728833,285
Luminarch Aspirant × Sanguine Evangelist,pair,-0.03891131119892169,0.9618360094462319,297
Polluted Delta × Psychic Frog,pair,0.037711226988826584,1.0384313186382328,292
Guide of Souls × Sunbillow Verge,pair,0.03725703503259711,1.0379597785791677,278
"Teferi, Hero of Dominaria × Tundra",pair,0.03585562487700753,1.0365061899791843,292
Memory Lapse × Mystic Confluence,pair,-0.03316579672916706,0.9673781581578929,322
Brain Freeze × Mystical Tutor,pair,0.03251521249383533,1.0330496082852367,298
Giver of Runes × Mother of Runes,pair,-0.0316510115757479,0.9688446386506392,272
Archon of Cruelty × Necromancy,pair,-0.030889626285522807,0.9695825836015872,299
No More Lies × Tundra,pair,-0.03035436517895688,0.9701017023678413,288
Force of Negation × Memory Lapse,pair,-0.0299419163698364,0.9705019021850044,279
"Mother of Runes × Phelia, Exuberant Shepherd",pair,0.026473270418792546,1.0268268002445171,332
Echo of Eons × Timetwister,pair,-0.026399196913004463,0.9739462156725472,386
