model,train_log_loss,train_auc,train_accuracy,test_log_loss,test_auc,test_accuracy
drawn_without_basics,0.6746823513127735,0.595200913544084,0.5769977080425305,0.6770726468104119,0.5864271066006849,0.5730592663054717
